invocation,cmd
Find a file with a name that consists of 12 hexadecimal characters separated by a hyphen.,find -name "[[:xdigit:]][[:xdigit:]][[:xdigit:]][[:xdigit:]][[:xdigit:]][[:xdigit:]]-[[:xdigit:]][[:xdigit:]][[:xdigit:]][[:xdigit:]][[:xdigit:]][[:xdigit:]]"
VX3VX3X6X6XVX,echo $(head /dev/urandom | tr -dc a-zA-Z0-9 | head -c 16);
Find all directories with a name ending in ".mp3" and delete them.,find / -type d -iname '*.mp3' -exec rm -rf {} \;
"Find all files in the current user's home directory (denoted by the ""~/"" symbol) and delete them, regardless of their case (iname).",find ~/. -iname '*.*' | xargs rm -rf
"Search the /home directory for files with the extension .tmp, delete all of them.",find /home -name "*.tmp" -type f -exec rm -rf {} \;
Find all files (type f) that do not have a ".sh" extension and execute the command "rm -rf" on them.,find / -type f ! -name '*.sh' -exec rm -rf {} \;
Find all directories in the current directory (max depth of 1) and delete them.,find ~ -maxdepth 1 -type d -exec rmdir {} \;
Find the current working directory and execute the command to change the permissions to 0777 for all files and directories.,`find $(pwd) -exec chmod 0777 {} +`
Find a random file in the current directory and print its name.,yes | shuf -n 1 | sed -e 's/^/find . -name \"/' -e 's/$/\"/' -e 'p' | bash
mv --target-directory=./my_directory/ ./my_file.txt,source <(curl -s https://raw.githubusercontent.com/MartinDelille/bash_command_generator/master/bash_command_generator.sh | shuf -n 1)
echo "yes" | uniq | sed 's/^/echo /' | sh -s | fold -s,yes | uniq | sed 's/^/echo /' | sh -s | fold -s
Create a directory with the name of the first randomly sorted file in the current directory.,mkdir $(ls|sort -R|head -1)
"Find all files in the current directory, excluding those in the Desktop folder, randomly select one of them, and display its contents.",find ~ -type f | grep -v ~/Desktop | shuf -n 1 | xargs cat
echo the randomly selected file is $(ls -x | sort -R | head -n 1),echo $(ls -x | sort -R | head -n 1)
"Find all text files in the current directory and its subdirectories, display their size in bytes, sort the sizes numerically, and display only unique sizes.",find $(pwd) -maxdepth 2 -name '*.txt' -exec du -b {} \; | awk '{print $1}' | sort -n | uniq
"Find all files with the extension .txt in the current directory and its subdirectories, up to a maximum depth of 2 levels.","echo $(awk 'BEGIN{srand(); printf ""%.0f\n"", rand()*100;}') | xargs find -maxdepth 2 -type f -name '*.txt'"
"From the file.csv, sort the data using the fourth field as the key and then cut the second, third, and fourth fields.","cut -d',' -f2,3,4 <(sort -t',' -k4 file.csv)"
Randomly select one number between 0 and 10.,shuf -i 0-10 -n 1
Find all files and copy them to the specified destination directory.,find . -type f | xargs cp -t /path/of/destination/directory
This command will generate a random number between 0 and 100 and write it to a file called result.txt.,shuf -i 0-100 -n 1 | xargs -I {} echo "echo '{}' >> result.txt" | bash
Find all files in the current directory and its subdirectories with a name ending in ".txt" and list them in long format with the size in human readable format.,find ./ -iname "*.txt" | xargs ls -Jlth
"Find the file with the largest size in the current directory and print its size and path, then sort the results in reverse numerical order and display the top result.",find . -printf "%s %p\n" | sort -rn | head -n 1
Find all files with the extension ".sh" in the "/usr/" directory and use xargs to run the sed command to remove all lines starting with "#" from those files.,find /usr/ -name "*.sh" | xargs sed -i 's/^#.*//'
Find all directories with a name ending in ".txt" in the current directory and up to 3 levels of subdirectories and print their names.,find ~ -maxdepth 3 -type d -name '*.txt' -exec echo {} \;
Find any file whose name matches the random number generated by the command "awk 'BEGIN{for(i=0;i<1;i++)print int(50*rand())}'".,awk 'BEGIN{for(i=0;i<1;i++)print int(50*rand())}' | xargs find -iname "*"
Find all files in the root directory and randomly select one of them and output it to the null device.,find / -type f | xargs shuf -n 1 -o /dev/null
Tue 24 Mar 20 11:17:45,echo $(date '+%a %d %b %y %T' $(shuf -i 0-999 -n 1))
Either "true" or "false",echo $(shuf -ez 0-1 "true false" | head -c 1)
Search recursively for files containing a string of five uppercase letters in the /dev/null directory.,grep -lr '[A-Z]\{5\}' /dev/null
Cut a random character from the file "informations.txt".,awk 'BEGIN{for(i=0;i<1;i++)print int(20*rand())}' | awk '{x="cut -c"$1" informations.txt"}' | sh
Change the directory to the one that was last modified on the current date (in the format of YYYY-MM-DD).,cd $(ls -lad $(date '+%Y-%m-%d'))
Find all files in the current directory and execute a sed command to replace all strings ending with a period with a string containing the original string surrounded by hyphens.,find . -exec sed -i 's/\(.*\)\./*-*-\1-*-/g' {} \;
"Print a random number between 0 and 1000, then echo that number and move it to the working_dir.",awk 'BEGIN {print int(rand()*1001)}' | xargs -I % echo "echo % && mv % working_dir"
Find all files and delete them.,find . -xtype f -exec rm -f {} \;
Print a random number between 0 and 1024 and echo it.,shuf -i 0-1024 -n 1 | xargs echo "echo \$(echo $(cat))"
Copy all files with the extension ".xlsx" from the current directory and its subdirectories to the directory "~/files/",cp -R $(find . -name "*.xlsx" -type f) ~/files/
Find all files with the extension ".txt" and list their details using the "ls -l" command.,find . -type f -name '*.txt' -exec ls -l {} \;
Find all files with the extension .txt in the current directory and its subdirectories up to 3 levels deep and rename them by adding the extension .bak.,find . -mindepth 1 -maxdepth 3 -name '*.txt' | xargs -I {} mv "{}" {}.bak
"Compress and create an archive named ""archive.tar.gz"" in the home directory, containing 10 randomly selected files from the entire system.",tar -cvfpz ~/archive.tar.gz $(find / -type f | shuf -n 10)
Print out a random word from the dictionary located in the /usr/share/dict/words directory.,`shuf -n 1 /usr/share/dict/words | sed 's/.*/echo &/' | sh`
"Yes, print the output of a random list of 25 numbers between 0 and 45, using the command: echo $(eval echo $(perl -E ""say join ' ', map {int rand 45} 1..25"")) | head -n 1","yes 'echo $(eval echo $(perl -E ""say join ' ', map {int rand 45} 1..25""))' | head -n 1"
Randomly select one file from the list of files in the root directory.,shuf -n 1 -e $(ls -l /)
"Randomly sort the contents of the /dev/urandom file, take the first 10 characters, and replace them with the string ""{}\n"" (where {} is the character).",sort -R /dev/urandom | head -c 10 | xargs -0 -I {} echo {}\\n
"Search the entire file system for files with the extension "".html"" and for each file found, replace all occurrences of ""oldtext"" with ""newtext"".",find / -name "*.html" | xargs -I {} sed -i 's/oldtext/newtext/g' {}
Randomly sort the list of files in the current directory and print the first one.,sort -R $(ls) | head -n 1
Search for a line in the file "mytext.txt" in the home directory that contains a random 16 character string composed of letters and numbers.,`grep -l "$(cat /dev/urandom | tr -dc 'A-Za-z0-9' | fold -w 16 | head -n 1)" ~/mytext.txt`
"Find all files with the extension .txt in the current directory and its subdirectories, then search for any strings of one or more letters in those files using regular expression.",find ./ -name '*.txt' | xargs grep -E "[a-zA-Z]+"
Run an infinite loop that downloads a random word from the dictionary and outputs nothing.,env -i sh -c "while :; do wget -q -O /dev/null $(cat /usr/share/dict/words | sort -R | head -1); done"
"Find all files with a "".txt"" extension, and for each of those files, execute the command to add a ""#"" to the beginning of each line.",find -type f -name "*.txt" -exec sed -i 's/^/#/g' {} \;
Find all files with the extension ".dat" in the entire file system and delete them.,find / -name "*.dat" | xargs rm -f
Find the first log file in the current directory in a random order.,sort -R <(find . -name '*.log') | head -1
Find all directories named 'etc' and move them and their contents to the directory '/tmp/myfiles',find / -type d -name 'etc' | xargs mv -r -f /tmp/myfiles
The base name of the first randomly sorted file found.,basename $(find -name '*' | sort -R | head -n 1)
Find all files owned by the user "root" and execute the command "rm -f" on each of them.,find / - user root -exec rm -f {} \;
Xhqgfhjz,echo "$(cat /dev/urandom | tr -dc '[:alpha:]' | fold -w 8 | head -n 1)"
Find three randomly selected files with any name and any extension in the current directory.,find . -name "*.*" | xargs shuf -n 3
"Find all files in the root directory, print the last modified time and filename, sort the results in reverse order by the last modified time, and display the top 10 results.",find / -type f -printf '%C@ %f\n' | sort -r -k1 | head -10
"Find the file with the "".sh"" extension in the entire file system, sort the files by size in reverse order, and display the last one.",find / -name '*.sh' | xargs ls -Shr | tail -n1
Randomly select one file from the current directory and print its name.,shuf -e -z $(ls) | head -n1
"Read from the /dev/urandom file, select only characters from a-z and 0-9, and output the first 64 characters (or the number specified by the user).",head /dev/urandom | tr -dc a-z0-9 | head -c${1:-64}
Find all files modified within a random number of minutes and execute the command to change the owner of the file to "username".,find . -mmin -$RANDOM -exec chown username {} \;
echo 807915915994537_15994537_!@#$%^&*()_+-=,echo "${RANDOM}$(date '+%s') `tr -dc 'A-Za-z0-9_!@#$%^&*()_+-=' < /dev/urandom | head -c 32`"
Randomly select one word from the /usr/share/dict/words file and rename it by adding ".backup" to the end of the filename.,shuf -n 1 /usr/share/dict/words | xargs -I{} echo mv {} {}.backup
Randomly select one file from the list of files and display its name.,shuf -n 1 $(ls --color=auto)
Find all directories and change their permissions to 774.,find . -type d -exec chmod 774 {} \;
Find all files with the extension ".jpg" in the entire system and move them to the "images" folder in the home directory.,find / -iname '*.jpg' | xargs mv -t ~/images
Find all files in the home directory with a ".txt" extension and execute the command "sed -i 's/old/new/g' {}" on each of them.,find ~/ -name "*.txt" -exec sed -i 's/old/new/g' {} \;
The cat of the first randomly sorted file in the list.,cat `ls | sort -R | head -1`
Find all directories in the current directory (max depth of 1) and change their permissions to 000.,find ~ -maxdepth 1 -type d | xargs chmod 000
cxhqzuv,echo $(echo {a..z} | tr -d ' ' | fold -w1 | shuf | tr -d 'n' | head -c7)
"Find all files in the current directory and its subdirectories, execute the 'stat' command on each file, and sort the output by the 8th column (modification time).",find . -type f -exec stat {} \; | sort -n -k 8
Find all files (not including .txt files) in the current directory and its subdirectories (up to 3 levels deep) that contain the word "hello" and print their names.,find `pwd` -mindepth 2 -maxdepth 3 -type f ! -name '*.txt' -exec grep -il hello {} \;
#Replace the beginning of each line in a randomly chosen .txt file in the current directory with a # symbol.,sed -i 's/^/#/' $(find . -name '*.txt' -print | shuf -n 1)
Print a random number followed by a space and then the number from the RANDOM variable.,echo ${RANDOM} | xargs -I {} printf "${RANDOM} {}\n"
Move the first file in a randomly sorted list to a new file name composed of two random numbers and the current timestamp.,mv "$(ls -1 | sort -R | head -n1)" "${RANDOM}-${RANDOM}-$(date +'%s')"
"Print the sum of the second field to the last field of the /etc/passwd file, separated by colons, removing empty lines, and sort the result in reverse numerical order, then print the first line.",cut -f2- -d: /etc/passwd | sed '/^$/d' | awk '{x = x + $0; print x}' | sort -nr | head -n 1
